code,year,color,id,name
CHL,2002,"rgb(62,31,162)",'152,Chile
CIV,2002,"rgb(24,77,154)",'384,C?te d'Ivoire
CMR,2002,"rgb(69,54,132)",'120,Cameroon
COK,2002,"rgb(31,4,220)",'184,Cook Islands
COL,2002,"rgb(13,20,222)",'170,Colombia
COM,2002,"rgb(36,78,141)",'174,The Comoros
CPV,2002,"rgb(25,123,107)",'132,Cape Verde
CRI,2002,"rgb(6,12,237)",'188,Costa Rica
CUB,2002,"rgb(175,29,52)",'192,Cuba
CYP,2002,"rgb(54,127,73)",'196,Cyprus
CZE,2002,"rgb(16,217,22)",'203,Czech Republic
DMA,2002,"rgb(5,4,246)",'212,Dominica
DNK,2002,"rgb(17,190,48)",'208,Denmark
DOM,2002,"rgb(7,4,244)",'214,Dominican Republic
DZA,2002,"rgb(20,60,176)",'012,Algeria
ECU,2002,"rgb(15,22,219)",'218,Ecuador
EGY,2002,"rgb(53,62,140)",'818,Egypt
ESP,2002,"rgb(27,176,52)",'724,Spain
EST,2002,"rgb(58,146,51)",'233,Estonia
ETH,2002,"rgb(98,72,85)",'231,Ethiopia
FIN,2002,"rgb(32,139,85)",'246,Finland
FJI,2002,"rgb(48,7,199)",'242,Fiji
FRA,2002,"rgb(22,154,78)",'250,France
FRO,2002,"rgb(26,180,50)",'234,Faroe Islands
FSM,2002,"rgb(0,0,255)",'583,Federated States of Micronesia
GAB,2002,"rgb(18,6,232)",'266,Gabon
GBR,2002,"rgb(29,109,117)",'826,Great Britain (United Kingdom; England)
GEO,2002,"rgb(16,106,133)",'268,Georgia
GHA,2002,"rgb(63,93,99)",'288,Ghana
GIN,2002,"rgb(62,74,118)",'324,Guinea
GMB,2002,"rgb(22,205,28)",'270,Gambia
GRC,2002,"rgb(33,157,65)",'300,Greece
GRD,2002,"rgb(5,17,232)",'308,Grenada
GRL,2002,"rgb(0,69,186)",'304,Greenland
GTM,2002,"rgb(5,14,236)",'320,Guatemala
GUY,2002,"rgb(16,4,236)",'328,Guyana
HKG,2002,"rgb(185,11,59)",'344,Hong Kong
HND,2002,"rgb(3,14,238)",'340,Honduras
HRV,2002,"rgb(22,198,35)",'191,Croatia
HUN,2002,"rgb(22,208,25)",'348,Hungary
IDN,2002,"rgb(75,35,144)",'360,Indonesia
IND,2002,"rgb(47,49,160)",'356,India
IRL,2002,"rgb(14,70,171)",'372,Ireland
IRN,2002,"rgb(57,188,9)",'364,Iran
ISL,2002,"rgb(17,135,103)",'352,Iceland
ISR,2002,"rgb(14,38,203)",'376,Israel
ITA,2002,"rgb(23,159,73)",'380,Italy
JAM,2002,"rgb(13,8,233)",'388,Jamaica
JOR,2002,"rgb(59,73,122)",'400,Jordan
JPN,2002,"rgb(84,22,149)",'392,Japan
KAZ,2002,"rgb(125,76,54)",'398,Kazakhstan
KEN,2002,"rgb(40,99,116)",'404,Kenya
KGZ,2002,"rgb(121,40,93)",'417,Kyrgyzstan
KHM,2002,"rgb(40,25,190)",'116,Cambodia
KNA,2002,"rgb(2,2,252)",'659,St. Kitts & Nevis
KOR,2002,"rgb(98,23,134)",'410,South Korea
KWT,2002,"rgb(58,90,106)",'414,Kuwait
LBN,2002,"rgb(72,98,85)",'422,Lebanon
LCA,2002,"rgb(12,6,236)",'662,St. Lucia
LKA,2002,"rgb(27,32,196)",'144,Sri Lanka
LSO,2002,"rgb(39,1,215)",'426,Lesotho
LTU,2002,"rgb(19,193,43)",'440,Lithuania
LUX,2002,"rgb(4,217,33)",'442,Luxembourg
LVA,2002,"rgb(9,213,33)",'428,Latvia
MAC,2002,"rgb(121,19,115)",'446,Macao
MAR,2002,"rgb(45,117,92)",'504,Morocco
MDA,2002,"rgb(15,147,93)",'498,Moldova
MDG,2002,"rgb(42,56,157)",'450,Madagascar
MDV,2002,"rgb(14,40,202)",'462,Maldives
MEX,2002,"rgb(7,7,241)",'484,Mexico
MKD,2002,"rgb(9,195,51)",'807,Republic of Macedonia (FYROM)
MLI,2002,"rgb(62,101,93)",'466,Mali
MLT,2002,"rgb(17,108,131)",'470,Malta
MNG,2002,"rgb(157,2,96)",'496,Mongolia
MOZ,2002,"rgb(78,43,134)",'508,Mozambique
MRT,2002,"rgb(23,157,75)",'478,Mauritania
MSR,2002,"rgb(1,1,253)",'500,Montserrat
MUS,2002,"rgb(67,44,144)",'480,Mauritius
MWI,2002,"rgb(21,83,151)",'454,Malawi
MYS,2002,"rgb(60,27,168)",'458,Malaysia
MYT,2002,"rgb(107,90,58)",'175,Mayotte
NAM,2002,"rgb(29,103,123)",'516,Namibia
NCL,2002,"rgb(90,0,165)",'540,New Caledonia
NER,2002,"rgb(106,16,133)",'562,Niger
NGA,2002,"rgb(24,26,205)",'566,Nigeria
NIC,2002,"rgb(20,15,220)",'558,Nicaragua
NLD,2002,"rgb(20,180,55)",'528,Netherlands
NOR,2002,"rgb(32,139,85)",'578,Norway
NZL,2002,"rgb(65,42,148)",'554,New Zealand
OMN,2002,"rgb(165,32,58)",'512,Oman
PAN,2002,"rgb(7,9,239)",'591,Panama
PER,2002,"rgb(54,25,176)",'604,Peru
PHL,2002,"rgb(30,25,201)",'608,The Philippines
PNG,2002,"rgb(54,63,137)",'598,Papua New Guinea
POL,2002,"rgb(18,214,23)",'616,Poland
PRT,2002,"rgb(8,203,44)",'620,Portugal
PRY,2002,"rgb(140,37,78)",'600,Paraguay
PYF,2002,"rgb(43,45,167)",'258,French polynesia
QAT,2002,"rgb(46,55,154)",'634,Qatar
ROU,2002,"rgb(23,188,44)",'642,Romania
RUS,2002,"rgb(76,121,58)",'643,Russian Federation
RWA,2002,"rgb(73,103,79)",'646,Rwanda
SAU,2002,"rgb(50,66,139)",'682,Saudi Arabia
SCG,2002,"rgb(35,192,29)",NA,NA
SDN,2002,"rgb(218,33,4)",'729,Sudan
SEN,2002,"rgb(44,106,105)",'686,Senegal
SGP,2002,"rgb(67,34,153)",'702,Singapore
SLB,2002,"rgb(223,16,16)",'090,Solomon Islands
SLE,2002,"rgb(78,60,117)",'694,Sierra Leone
SLV,2002,"rgb(10,17,228)",'222,El Salvador
STP,2002,"rgb(4,92,160)",'678,Sao Tome & Principe
SUR,2002,"rgb(37,8,210)",'740,Suriname
SVK,2002,"rgb(12,226,17)",'703,Slovakia
SVN,2002,"rgb(12,215,28)",'705,Slovenia
SWE,2002,"rgb(19,146,89)",'752,Sweden
SWZ,2002,"rgb(139,4,112)",'748,Swaziland
SYC,2002,"rgb(14,215,26)",'690,Seychelles
SYR,2002,"rgb(59,99,97)",'760,Syria
TCA,2002,"rgb(0,0,255)",'796,Turks & Caicos Islands
TGO,2002,"rgb(66,99,90)",'768,Togo
THA,2002,"rgb(67,32,156)",'764,Thailand
TON,2002,"rgb(42,9,204)",'776,Tonga
TTO,2002,"rgb(5,18,231)",'780,Trinidad & Tobago
TUN,2002,"rgb(18,194,42)",'788,Tunisia
TUR,2002,"rgb(20,157,78)",'792,Turkey
TUV,2002,"rgb(224,3,28)",'798,Tuvalu
TZA,2002,"rgb(75,82,98)",'834,Tanzania
UGA,2002,"rgb(86,83,86)",'800,Uganda
UKR,2002,"rgb(55,142,58)",'804,Ukraine
URY,2002,"rgb(68,72,116)",'858,Uruguay
VCT,2002,"rgb(4,6,245)",'670,St. Vincent & the Grenadines
VEN,2002,"rgb(4,10,241)",'862,Venezuela
VNM,2002,"rgb(119,42,94)",'704,Vietnam
WLF,2002,"rgb(127,30,98)",'876,Wallis and Futuna
WSM,2002,"rgb(37,1,217)",'882,Samoa
ZAF,2002,"rgb(35,114,106)",'710,South Africa
ZMB,2002,"rgb(99,69,87)",'894,Zambia
ZWE,2002,"rgb(30,117,108)",'716,Zimbabwe
TWN,2002,"rgb(64,30,161)",'158,Taiwan
ABW,2003,"rgb(1,10,244)",'533,Aruba
AIA,2003,"rgb(0,0,254)",'660,Anguilla
ALB,2003,"rgb(82,147,26)",'008,Albania
AND,2003,"rgb(50,168,37)",'020,Andorra
ARE,2003,"rgb(98,81,76)",'784,United Arab Emirates
ARG,2003,"rgb(81,38,136)",'032,Argentina
ARM,2003,"rgb(12,79,164)",'051,Armenia
AUS,2003,"rgb(95,38,122)",'036,Australia
AUT,2003,"rgb(10,218,27)",'040,Austria
AZE,2003,"rgb(59,93,103)",'031,Azerbaijan
BDI,2003,"rgb(59,32,164)",'108,Burundi
BEL,2003,"rgb(17,178,60)",'056,Belgium
BEN,2003,"rgb(182,36,37)",'204,Benin
BFA,2003,"rgb(87,101,67)",'854,Burkina
BGD,2003,"rgb(62,70,122)",'050,Bangladesh
BGR,2003,"rgb(26,181,47)",'100,Bulgaria
BHR,2003,"rgb(55,71,129)",'048,Bahrain
BHS,2003,"rgb(0,3,252)",'044,The Bahamas
BIH,2003,"rgb(20,216,19)",'070,Bosnia & Herzegovina
BLR,2003,"rgb(35,183,37)",'112,Belarus
BLZ,2003,"rgb(4,2,248)",'084,Belize
BOL,2003,"rgb(36,16,202)",'068,Bolivia
BRA,2003,"rgb(42,46,167)",'076,Brazil
BRB,2003,"rgb(15,10,230)",'052,Barbados
BRN,2003,"rgb(102,13,140)",'096,Brunei
BWA,2003,"rgb(51,98,106)",'072,Botswana
CAF,2003,"rgb(64,153,38)",'140,Central African Republic
CAN,2003,"rgb(11,5,239)",'124,Canada
CHE,2003,"rgb(12,182,60)",'756,Switzerland
CHL,2003,"rgb(81,30,144)",'152,Chile
CIV,2003,"rgb(52,62,141)",'384,C?te d'Ivoire
CMR,2003,"rgb(84,47,124)",'120,Cameroon
COK,2003,"rgb(37,7,211)",'184,Cook Islands
COL,2003,"rgb(16,19,220)",'170,Colombia
COM,2003,"rgb(116,133,6)",'174,The Comoros
CPV,2003,"rgb(32,84,139)",'132,Cape Verde
CRI,2003,"rgb(9,13,233)",'188,Costa Rica
CUB,2003,"rgb(141,34,80)",'192,Cuba
CYP,2003,"rgb(70,119,65)",'196,Cyprus
CZE,2003,"rgb(18,219,18)",'203,Czech Republic
DMA,2003,"rgb(6,4,245)",'212,Dominica
DNK,2003,"rgb(22,190,43)",'208,Denmark
DOM,2003,"rgb(6,4,244)",'214,Dominican Republic
DZA,2003,"rgb(21,40,194)",'012,Algeria
ECU,2003,"rgb(28,22,206)",'218,Ecuador
EGY,2003,"rgb(50,65,140)",'818,Egypt
ERI,2003,"rgb(35,20,200)",'232,Eritrea
ESP,2003,"rgb(30,178,48)",'724,Spain
EST,2003,"rgb(54,147,54)",'233,Estonia
ETH,2003,"rgb(93,43,119)",'231,Ethiopia
FIN,2003,"rgb(38,145,72)",'246,Finland
FJI,2003,"rgb(36,6,212)",'242,Fiji
FRA,2003,"rgb(28,160,67)",'250,France
FRO,2003,"rgb(21,212,22)",'234,Faroe Islands
FSM,2003,"rgb(11,0,244)",'583,Federated States of Micronesia
GAB,2003,"rgb(21,5,230)",'266,Gabon
GBR,2003,"rgb(32,111,112)",'826,Great Britain (United Kingdom; England)
GEO,2003,"rgb(28,106,121)",'268,Georgia
GHA,2003,"rgb(65,101,89)",'288,Ghana
GMB,2003,"rgb(30,212,13)",'270,Gambia
GNB,2003,"rgb(250,5,1)",'624,Guinea-Bissau
GRC,2003,"rgb(31,158,67)",'300,Greece
GRD,2003,"rgb(6,20,229)",'308,Grenada
GRL,2003,"rgb(45,113,97)",'304,Greenland
GTM,2003,"rgb(6,13,236)",'320,Guatemala
GUY,2003,"rgb(17,7,231)",'328,Guyana
HKG,2003,"rgb(190,12,53)",'344,Hong Kong
HND,2003,"rgb(5,15,235)",'340,Honduras
HRV,2003,"rgb(27,193,35)",'191,Croatia
HUN,2003,"rgb(27,205,23)",'348,Hungary
IDN,2003,"rgb(89,34,132)",'360,Indonesia
IND,2003,"rgb(57,48,150)",'356,India
IRL,2003,"rgb(19,70,166)",'372,Ireland
IRN,2003,"rgb(83,161,10)",'364,Iran
ISL,2003,"rgb(23,147,85)",'352,Iceland
ISR,2003,"rgb(18,43,194)",'376,Israel
ITA,2003,"rgb(26,165,63)",'380,Italy
JAM,2003,"rgb(21,13,221)",'388,Jamaica
JOR,2003,"rgb(64,58,133)",'400,Jordan
JPN,2003,"rgb(99,23,133)",'392,Japan
KAZ,2003,"rgb(153,62,40)",'398,Kazakhstan
KEN,2003,"rgb(41,91,123)",'404,Kenya
KGZ,2003,"rgb(131,53,71)",'417,Kyrgyzstan
KHM,2003,"rgb(38,27,190)",'116,Cambodia
KNA,2003,"rgb(2,1,252)",'659,St. Kitts & Nevis
KOR,2003,"rgb(113,25,117)",'410,South Korea
KWT,2003,"rgb(56,90,109)",'414,Kuwait
LBN,2003,"rgb(84,93,78)",'422,Lebanon
LCA,2003,"rgb(10,7,238)",'662,St. Lucia
LKA,2003,"rgb(32,35,187)",'144,Sri Lanka
LSO,2003,"rgb(18,2,235)",'426,Lesotho
LTU,2003,"rgb(25,189,41)",'440,Lithuania
LUX,2003,"rgb(7,229,19)",'442,Luxembourg
LVA,2003,"rgb(14,212,29)",'428,Latvia
MAC,2003,"rgb(120,22,112)",'446,Macao
MAR,2003,"rgb(57,112,85)",'504,Morocco
MDA,2003,"rgb(20,174,62)",'498,Moldova
MDG,2003,"rgb(88,36,131)",'450,Madagascar
MDV,2003,"rgb(13,49,193)",'462,Maldives
MEX,2003,"rgb(10,8,238)",'484,Mexico
MKD,2003,"rgb(21,192,43)",'807,Republic of Macedonia (FYROM)
MLI,2003,"rgb(76,87,92)",'466,Mali
MLT,2003,"rgb(22,105,128)",'470,Malta
MNG,2003,"rgb(175,16,64)",'496,Mongolia
MOZ,2003,"rgb(73,59,122)",'508,Mozambique
MRT,2003,"rgb(39,171,46)",'478,Mauritania
MSR,2003,"rgb(2,1,252)",'500,Montserrat
MUS,2003,"rgb(69,44,142)",'480,Mauritius
MWI,2003,"rgb(34,75,146)",'454,Malawi
MYS,2003,"rgb(67,30,158)",'458,Malaysia
MYT,2003,"rgb(113,108,33)",'175,Mayotte
NAM,2003,"rgb(50,101,104)",'516,Namibia
NCL,2003,"rgb(77,80,98)",'540,New Caledonia
NER,2003,"rgb(113,22,119)",'562,Niger
NGA,2003,"rgb(21,28,205)",'566,Nigeria
NIC,2003,"rgb(25,15,215)",'558,Nicaragua
NLD,2003,"rgb(23,181,51)",'528,Netherlands
NOR,2003,"rgb(27,146,82)",'578,Norway
NPL,2003,"rgb(101,29,125)",'524,Nepal
NZL,2003,"rgb(74,43,138)",'554,New Zealand
OMN,2003,"rgb(126,43,86)",'512,Oman
PAK,2003,"rgb(52,51,152)",'586,Pakistan
PAN,2003,"rgb(9,8,237)",'591,Panama
PER,2003,"rgb(58,22,175)",'604,Peru
PHL,2003,"rgb(45,26,184)",'608,The Philippines
PNG,2003,"rgb(64,60,130)",'598,Papua New Guinea
POL,2003,"rgb(20,216,19)",'616,Poland
PRT,2003,"rgb(10,199,46)",'620,Portugal
PRY,2003,"rgb(165,25,65)",'600,Paraguay
PYF,2003,"rgb(55,48,152)",'258,French polynesia
QAT,2003,"rgb(63,70,122)",'634,Qatar
ROU,2003,"rgb(29,191,35)",'642,Romania
RUS,2003,"rgb(79,127,49)",'643,Russian Federation
RWA,2003,"rgb(105,123,27)",'646,Rwanda
SAU,2003,"rgb(57,71,127)",'682,Saudi Arabia
SDN,2003,"rgb(226,26,3)",'729,Sudan
SEN,2003,"rgb(77,86,92)",'686,Senegal
SGP,2003,"rgb(78,34,142)",'702,Singapore
SLB,2003,"rgb(229,9,18)",'090,Solomon Islands
SLV,2003,"rgb(12,16,227)",'222,El Salvador
STP,2003,"rgb(23,129,103)",'678,Sao Tome & Principe
SUR,2003,"rgb(28,7,220)",'740,Suriname
SVK,2003,"rgb(12,216,27)",'703,Slovakia
SVN,2003,"rgb(14,211,31)",'705,Slovenia
SWE,2003,"rgb(23,146,86)",'752,Sweden
SWZ,2003,"rgb(22,2,231)",'748,Swaziland
SYC,2003,"rgb(27,169,59)",'690,Seychelles
SYR,2003,"rgb(81,55,119)",'760,Syria
TCA,2003,"rgb(0,0,255)",'796,Turks & Caicos Islands
TGO,2003,"rgb(109,91,54)",'768,Togo
THA,2003,"rgb(81,30,144)",'764,Thailand
TON,2003,"rgb(38,0,217)",'776,Tonga
TTO,2003,"rgb(6,14,235)",'780,Trinidad & Tobago
TUN,2003,"rgb(22,199,34)",'788,Tunisia
TUR,2003,"rgb(29,158,68)",'792,Turkey
TZA,2003,"rgb(102,84,69)",'834,Tanzania
UGA,2003,"rgb(85,61,109)",'800,Uganda
UKR,2003,"rgb(60,146,48)",'804,Ukraine
URY,2003,"rgb(57,65,132)",'858,Uruguay
VCT,2003,"rgb(5,4,246)",'670,St. Vincent & the Grenadines
VEN,2003,"rgb(6,8,241)",'862,Venezuela
VNM,2003,"rgb(111,32,112)",'704,Vietnam
WLF,2003,"rgb(93,9,153)",'876,Wallis and Futuna
WSM,2003,"rgb(33,5,217)",'882,Samoa
ZAF,2003,"rgb(44,108,103)",'710,South Africa
ZMB,2003,"rgb(118,62,74)",'894,Zambia
ZWE,2003,"rgb(96,89,70)",'716,Zimbabwe
TWN,2003,"rgb(100,27,128)",'158,Taiwan
ABW,2004,"rgb(3,2,250)",'533,Aruba
AIA,2004,"rgb(0,0,254)",'660,Anguilla
ALB,2004,"rgb(87,136,32)",'008,Albania
AND,2004,"rgb(59,167,29)",'020,Andorra
ARE,2004,"rgb(105,70,80)",'784,United Arab Emirates
ARG,2004,"rgb(79,37,140)",'032,Argentina
ARM,2004,"rgb(26,104,125)",'051,Armenia
AUS,2004,"rgb(108,35,112)",'036,Australia
AUT,2004,"rgb(11,217,27)",'040,Austria
AZE,2004,"rgb(79,105,70)",'031,Azerbaijan
BDI,2004,"rgb(76,152,27)",'108,Burundi
BEL,2004,"rgb(18,179,58)",'056,Belgium
BEN,2004,"rgb(207,23,25)",'204,Benin
BFA,2004,"rgb(119,70,66)",'854,Burkina
BGD,2004,"rgb(72,73,110)",'050,Bangladesh
BGR,2004,"rgb(29,181,44)",'100,Bulgaria
BHR,2004,"rgb(66,67,122)",'048,Bahrain
BHS,2004,"rgb(0,2,253)",'044,The Bahamas
BIH,2004,"rgb(26,209,19)",'070,Bosnia & Herzegovina
BLR,2004,"rgb(49,168,38)",'112,Belarus
BLZ,2004,"rgb(6,2,247)",'084,Belize
BOL,2004,"rgb(42,15,198)",'068,Bolivia
BRA,2004,"rgb(46,46,162)",'076,Brazil
BRB,2004,"rgb(15,9,231)",'052,Barbados
BRN,2004,"rgb(85,19,151)",'096,Brunei
BWA,2004,"rgb(35,41,179)",'072,Botswana
CAF,2004,"rgb(105,68,82)",'140,Central African Republic
CAN,2004,"rgb(13,5,237)",'124,Canada
CHE,2004,"rgb(14,184,57)",'756,Switzerland
CHL,2004,"rgb(92,28,135)",'152,Chile
CIV,2004,"rgb(40,45,170)",'384,C?te d'Ivoire
CMR,2004,"rgb(77,59,119)",'120,Cameroon
COK,2004,"rgb(116,15,124)",'184,Cook Islands
COL,2004,"rgb(25,17,213)",'170,Colombia
COM,2004,"rgb(55,111,89)",'174,The Comoros
CPV,2004,"rgb(16,36,203)",'132,Cape Verde
CRI,2004,"rgb(16,15,225)",'188,Costa Rica
CUB,2004,"rgb(134,31,90)",'192,Cuba
CYP,2004,"rgb(63,152,40)",'196,Cyprus
CZE,2004,"rgb(18,219,17)",'203,Czech Republic
DMA,2004,"rgb(8,5,242)",'212,Dominica
DNK,2004,"rgb(25,185,45)",'208,Denmark
DOM,2004,"rgb(9,4,242)",'214,Dominican Republic
DZA,2004,"rgb(26,33,196)",'012,Algeria
ECU,2004,"rgb(33,18,204)",'218,Ecuador
EGY,2004,"rgb(54,68,133)",'818,Egypt
ESP,2004,"rgb(34,175,46)",'724,Spain
EST,2004,"rgb(53,153,49)",'233,Estonia
ETH,2004,"rgb(107,49,99)",'231,Ethiopia
FIN,2004,"rgb(50,142,63)",'246,Finland
FJI,2004,"rgb(50,7,198)",'242,Fiji
FRA,2004,"rgb(31,159,65)",'250,France
FRO,2004,"rgb(48,177,30)",'234,Faroe Islands
FSM,2004,"rgb(11,0,244)",'583,Federated States of Micronesia
GAB,2004,"rgb(30,4,222)",'266,Gabon
GBR,2004,"rgb(36,115,104)",'826,Great Britain (United Kingdom; England)
GEO,2004,"rgb(25,128,102)",'268,Georgia
GHA,2004,"rgb(84,77,94)",'288,Ghana
GIN,2004,"rgb(59,62,134)",'324,Guinea
GMB,2004,"rgb(100,95,60)",'270,Gambia
GNB,2004,"rgb(254,1,1)",'624,Guinea-Bissau
GRC,2004,"rgb(33,164,57)",'300,Greece
GRD,2004,"rgb(9,11,235)",'308,Grenada
GRL,2004,"rgb(2,117,136)",'304,Greenland
GTM,2004,"rgb(10,13,232)",'320,Guatemala
GUY,2004,"rgb(21,6,228)",'328,Guyana
HKG,2004,"rgb(195,11,49)",'344,Hong Kong
HND,2004,"rgb(9,25,221)",'340,Honduras
HRV,2004,"rgb(35,189,31)",'191,Croatia
HUN,2004,"rgb(20,218,16)",'348,Hungary
IDN,2004,"rgb(92,36,127)",'360,Indonesia
IND,2004,"rgb(73,45,137)",'356,India
IRL,2004,"rgb(24,70,161)",'372,Ireland
IRN,2004,"rgb(73,175,7)",'364,Iran
ISL,2004,"rgb(22,140,92)",'352,Iceland
ISR,2004,"rgb(21,42,192)",'376,Israel
ITA,2004,"rgb(30,165,60)",'380,Italy
JAM,2004,"rgb(31,13,210)",'388,Jamaica
JOR,2004,"rgb(65,50,140)",'400,Jordan
JPN,2004,"rgb(108,23,124)",'392,Japan
KAZ,2004,"rgb(144,67,44)",'398,Kazakhstan
KEN,2004,"rgb(23,129,103)",'404,Kenya
KGZ,2004,"rgb(137,64,55)",'417,Kyrgyzstan
KHM,2004,"rgb(47,33,176)",'116,Cambodia
KIR,2004,"rgb(232,1,22)",'296,Kiribati
KNA,2004,"rgb(2,3,250)",'659,St. Kitts & Nevis
KOR,2004,"rgb(120,26,109)",'410,South Korea
KWT,2004,"rgb(62,96,97)",'414,Kuwait
LBN,2004,"rgb(89,92,74)",'422,Lebanon
LCA,2004,"rgb(12,7,237)",'662,St. Lucia
LKA,2004,"rgb(40,39,176)",'144,Sri Lanka
LSO,2004,"rgb(19,7,229)",'426,Lesotho
LTU,2004,"rgb(20,194,41)",'440,Lithuania
LUX,2004,"rgb(6,223,26)",'442,Luxembourg
LVA,2004,"rgb(14,205,36)",'428,Latvia
MAC,2004,"rgb(128,24,103)",'446,Macao
MAR,2004,"rgb(61,107,86)",'504,Morocco
MDA,2004,"rgb(29,170,55)",'498,Moldova
MDG,2004,"rgb(90,33,132)",'450,Madagascar
MDV,2004,"rgb(31,65,160)",'462,Maldives
MEX,2004,"rgb(13,8,235)",'484,Mexico
MKD,2004,"rgb(24,196,35)",'807,Republic of Macedonia (FYROM)
MLI,2004,"rgb(129,70,56)",'466,Mali
MLT,2004,"rgb(17,133,106)",'470,Malta
MNG,2004,"rgb(183,13,59)",'496,Mongolia
MOZ,2004,"rgb(111,37,107)",'508,Mozambique
MRT,2004,"rgb(43,146,66)",'478,Mauritania
MSR,2004,"rgb(3,1,252)",'500,Montserrat
MUS,2004,"rgb(88,50,117)",'480,Mauritius
MWI,2004,"rgb(43,77,135)",'454,Malawi
MYS,2004,"rgb(74,29,152)",'458,Malaysia
MYT,2004,"rgb(126,94,35)",'175,Mayotte
NAM,2004,"rgb(40,54,161)",'516,Namibia
NCL,2004,"rgb(109,65,81)",'540,New Caledonia
NER,2004,"rgb(68,18,169)",'562,Niger
NIC,2004,"rgb(31,15,209)",'558,Nicaragua
NLD,2004,"rgb(28,177,50)",'528,Netherlands
NOR,2004,"rgb(29,151,75)",'578,Norway
NZL,2004,"rgb(81,40,133)",'554,New Zealand
OMN,2004,"rgb(202,20,33)",'512,Oman
PAK,2004,"rgb(53,45,157)",'586,Pakistan
PAN,2004,"rgb(13,8,234)",'591,Panama
PER,2004,"rgb(61,20,174)",'604,Peru
PHL,2004,"rgb(58,28,168)",'608,The Philippines
PNG,2004,"rgb(78,82,94)",'598,Papua New Guinea
POL,2004,"rgb(23,213,19)",'616,Poland
PRT,2004,"rgb(10,193,52)",'620,Portugal
PRY,2004,"rgb(176,23,57)",'600,Paraguay
PYF,2004,"rgb(64,49,143)",'258,French polynesia
QAT,2004,"rgb(65,54,136)",'634,Qatar
ROU,2004,"rgb(29,190,36)",'642,Romania
RUS,2004,"rgb(78,125,52)",'643,Russian Federation
RWA,2004,"rgb(74,85,96)",'646,Rwanda
SAU,2004,"rgb(66,63,126)",'682,Saudi Arabia
SCG,2004,"rgb(49,169,38)",NA,NA
SDN,2004,"rgb(232,20,3)",'729,Sudan
SEN,2004,"rgb(95,76,84)",'686,Senegal
SGP,2004,"rgb(92,35,128)",'702,Singapore
SLB,2004,"rgb(227,7,21)",'090,Solomon Islands
SLV,2004,"rgb(14,16,225)",'222,El Salvador
STP,2004,"rgb(17,135,104)",'678,Sao Tome & Principe
SUR,2004,"rgb(37,8,210)",'740,Suriname
SVK,2004,"rgb(13,216,26)",'703,Slovakia
SVN,2004,"rgb(16,209,29)",'705,Slovenia
SWE,2004,"rgb(24,151,80)",'752,Sweden
SWZ,2004,"rgb(115,9,131)",'748,Swaziland
SYC,2004,"rgb(31,156,68)",'690,Seychelles
SYR,2004,"rgb(107,49,99)",'760,Syria
TCA,2004,"rgb(0,0,255)",'796,Turks & Caicos Islands
TGO,2004,"rgb(164,52,39)",'768,Togo
THA,2004,"rgb(91,28,136)",'764,Thailand
TLS,2004,"rgb(45,19,191)",'626,Timor-Leste (East Timor)
TON,2004,"rgb(90,4,162)",'776,Tonga
TTO,2004,"rgb(5,18,232)",'780,Trinidad & Tobago
TUN,2004,"rgb(29,182,44)",'788,Tunisia
TUR,2004,"rgb(35,152,68)",'792,Turkey
TUV,2004,"rgb(187,0,68)",'798,Tuvalu
TZA,2004,"rgb(139,63,53)",'834,Tanzania
UGA,2004,"rgb(98,49,108)",'800,Uganda
UKR,2004,"rgb(48,143,64)",'804,Ukraine
URY,2004,"rgb(54,44,156)",'858,Uruguay
VCT,2004,"rgb(10,4,242)",'670,St. Vincent & the Grenadines
VEN,2004,"rgb(6,6,243)",'862,Venezuela
VNM,2004,"rgb(124,29,102)",'704,Vietnam
WLF,2004,"rgb(177,15,63)",'876,Wallis and Futuna
WSM,2004,"rgb(38,4,213)",'882,Samoa
YEM,2004,"rgb(182,22,51)",'887,Yemen
ZAF,2004,"rgb(50,109,96)",'710,South Africa
ZMB,2004,"rgb(128,52,75)",'894,Zambia
ZWE,2004,"rgb(129,68,59)",'716,Zimbabwe
TWN,2004,"rgb(117,24,115)",'158,Taiwan
ABW,2005,"rgb(3,2,249)",'533,Aruba
ALB,2005,"rgb(117,109,29)",'008,Albania
AND,2005,"rgb(0,253,2)",'020,Andorra
ANT,2005,"rgb(9,4,242)",NA,NA
ARE,2005,"rgb(102,70,84)",'784,United Arab Emirates
ARG,2005,"rgb(75,34,146)",'032,Argentina
ARM,2005,"rgb(20,140,94)",'051,Armenia
ATG,2005,"rgb(4,2,248)",'028,Antigua & Barbuda
AUS,2005,"rgb(122,33,101)",'036,Australia
AUT,2005,"rgb(13,216,26)",'040,Austria
AZE,2005,"rgb(93,99,63)",'031,Azerbaijan
BDI,2005,"rgb(92,104,59)",'108,Burundi
BEL,2005,"rgb(21,176,58)",'056,Belgium
BEN,2005,"rgb(219,24,12)",'204,Benin
BFA,2005,"rgb(98,61,97)",'854,Burkina
BGD,2005,"rgb(75,68,112)",'050,Bangladesh
BGR,2005,"rgb(38,178,40)",'100,Bulgaria
BHR,2005,"rgb(75,71,109)",'048,Bahrain
BHS,2005,"rgb(0,4,251)",'044,The Bahamas
BIH,2005,"rgb(35,188,32)",'070,Bosnia & Herzegovina
BLR,2005,"rgb(60,154,41)",'112,Belarus
BLZ,2005,"rgb(8,7,240)",'084,Belize
