code,year,color,id,name
ARG,2008,"rgb(115,34,106)",'032,Argentina
ARM,2008,"rgb(103,90,61)",'051,Armenia
AUS,2008,"rgb(143,28,84)",'036,Australia
AUT,2008,"rgb(18,215,22)",'040,Austria
AZE,2008,"rgb(31,25,199)",'031,Azerbaijan
BDI,2008,"rgb(115,122,17)",'108,Burundi
BEL,2008,"rgb(26,179,50)",'056,Belgium
BEN,2008,"rgb(213,17,25)",'204,Benin
BFA,2008,"rgb(137,29,89)",'854,Burkina
BGD,2008,"rgb(103,58,94)",'050,Bangladesh
BGR,2008,"rgb(58,167,30)",'100,Bulgaria
BHR,2008,"rgb(107,55,93)",'048,Bahrain
BHS,2008,"rgb(0,3,252)",'044,The Bahamas
BIH,2008,"rgb(45,170,40)",'070,Bosnia & Herzegovina
BLR,2008,"rgb(83,147,26)",'112,Belarus
BLZ,2008,"rgb(35,1,218)",'084,Belize
BMU,2008,"rgb(2,4,249)",'060,Bermuda
BOL,2008,"rgb(83,18,154)",'068,Bolivia
BRA,2008,"rgb(84,48,123)",'076,Brazil
BRB,2008,"rgb(19,9,226)",'052,Barbados
BRN,2008,"rgb(77,28,150)",'096,Brunei
BTN,2008,"rgb(176,59,20)",'064,Bhutan
BWA,2008,"rgb(173,30,52)",'072,Botswana
CAF,2008,"rgb(154,74,27)",'140,Central African Republic
CAN,2008,"rgb(20,7,228)",'124,Canada
CHE,2008,"rgb(19,182,54)",'756,Switzerland
CHL,2008,"rgb(105,24,126)",'152,Chile
CIV,2008,"rgb(56,88,111)",'384,C?te d'Ivoire
CMR,2008,"rgb(131,52,72)",'120,Cameroon
COG,2008,"rgb(175,2,78)",'178,Republic of the Congo
COK,2008,"rgb(237,0,18)",'184,Cook Islands
COL,2008,"rgb(39,17,200)",'170,Colombia
COM,2008,"rgb(224,22,9)",'174,The Comoros
CPV,2008,"rgb(83,124,48)",'132,Cape Verde
CRI,2008,"rgb(33,11,211)",'188,Costa Rica
CYP,2008,"rgb(85,141,29)",'196,Cyprus
CZE,2008,"rgb(33,208,14)",'203,Czech Republic
DMA,2008,"rgb(12,5,239)",'212,Dominica
DNK,2008,"rgb(37,177,41)",'208,Denmark
DOM,2008,"rgb(34,7,214)",'214,Dominican Republic
DZA,2008,"rgb(41,24,190)",'012,Algeria
ECU,2008,"rgb(35,12,209)",'218,Ecuador
EGY,2008,"rgb(79,61,115)",'818,Egypt
ESP,2008,"rgb(57,150,48)",'724,Spain
EST,2008,"rgb(56,141,59)",'233,Estonia
ETH,2008,"rgb(181,29,45)",'231,Ethiopia
FIN,2008,"rgb(59,141,55)",'246,Finland
FJI,2008,"rgb(67,6,181)",'242,Fiji
FRA,2008,"rgb(45,154,56)",'250,France
FRO,2008,"rgb(55,167,34)",'234,Faroe Islands
FSM,2008,"rgb(22,1,232)",'583,Federated States of Micronesia
GAB,2008,"rgb(53,2,200)",'266,Gabon
GBR,2008,"rgb(51,106,98)",'826,Great Britain (United Kingdom; England)
GEO,2008,"rgb(70,106,78)",'268,Georgia
GHA,2008,"rgb(123,44,88)",'288,Ghana
GIN,2008,"rgb(83,61,111)",'324,Guinea
GMB,2008,"rgb(92,73,90)",'270,Gambia
GRC,2008,"rgb(55,157,43)",'300,Greece
GRD,2008,"rgb(23,13,219)",'308,Grenada
GRL,2008,"rgb(78,108,69)",'304,Greenland
GTM,2008,"rgb(23,8,224)",'320,Guatemala
GUY,2008,"rgb(38,9,209)",'328,Guyana
HKG,2008,"rgb(206,11,38)",'344,Hong Kong
HRV,2008,"rgb(57,168,29)",'191,Croatia
HUN,2008,"rgb(27,211,17)",'348,Hungary
IDN,2008,"rgb(128,26,100)",'360,Indonesia
IND,2008,"rgb(101,42,112)",'356,India
IRL,2008,"rgb(35,69,151)",'372,Ireland
ISL,2008,"rgb(52,123,79)",'352,Iceland
ISR,2008,"rgb(36,38,181)",'376,Israel
ITA,2008,"rgb(45,159,51)",'380,Italy
JAM,2008,"rgb(17,8,230)",'388,Jamaica
JOR,2008,"rgb(101,55,99)",'400,Jordan
JPN,2008,"rgb(129,22,105)",'392,Japan
KAZ,2008,"rgb(174,45,36)",'398,Kazakhstan
KEN,2008,"rgb(114,57,84)",'404,Kenya
KGZ,2008,"rgb(158,72,25)",'417,Kyrgyzstan
KHM,2008,"rgb(73,12,170)",'116,Cambodia
KIR,2008,"rgb(195,0,60)",'296,Kiribati
KNA,2008,"rgb(4,0,251)",'659,St. Kitts & Nevis
KOR,2008,"rgb(154,23,78)",'410,South Korea
KWT,2008,"rgb(96,59,100)",'414,Kuwait
LBN,2008,"rgb(84,61,110)",'422,Lebanon
LBY,2008,"rgb(73,102,80)",'434,Libya
LCA,2008,"rgb(6,5,244)",'662,St. Lucia
LKA,2008,"rgb(73,43,138)",'144,Sri Lanka
LSO,2008,"rgb(5,63,187)",'426,Lesotho
LTU,2008,"rgb(28,183,44)",'440,Lithuania
LUX,2008,"rgb(10,221,23)",'442,Luxembourg
LVA,2008,"rgb(29,205,21)",'428,Latvia
MAC,2008,"rgb(162,16,78)",'446,Macao
MAR,2008,"rgb(82,79,94)",'504,Morocco
MDA,2008,"rgb(97,126,32)",'498,Moldova
MDG,2008,"rgb(130,41,84)",'450,Madagascar
MDV,2008,"rgb(80,83,92)",'462,Maldives
MEX,2008,"rgb(21,10,223)",'484,Mexico
MKD,2008,"rgb(74,157,24)",'807,Republic of Macedonia (FYROM)
MLI,2008,"rgb(137,32,86)",'466,Mali
MLT,2008,"rgb(36,147,71)",'470,Malta
MNE,2008,"rgb(76,144,35)",'499,Montenegro
MOZ,2008,"rgb(111,48,96)",'508,Mozambique
MRT,2008,"rgb(119,106,30)",'478,Mauritania
MSR,2008,"rgb(4,1,250)",'500,Montserrat
MUS,2008,"rgb(145,43,67)",'480,Mauritius
MWI,2008,"rgb(97,61,98)",'454,Malawi
MYS,2008,"rgb(108,31,115)",'458,Malaysia
MYT,2008,"rgb(115,112,29)",'175,Mayotte
NAM,2008,"rgb(113,41,101)",'516,Namibia
NCL,2008,"rgb(119,64,72)",'540,New Caledonia
NER,2008,"rgb(105,18,132)",'562,Niger
NGA,2008,"rgb(26,18,211)",'566,Nigeria
NIC,2008,"rgb(35,9,211)",'558,Nicaragua
NLD,2008,"rgb(32,174,49)",'528,Netherlands
NOR,2008,"rgb(37,160,59)",'578,Norway
NZL,2008,"rgb(109,36,110)",'554,New Zealand
OMN,2008,"rgb(211,17,26)",'512,Oman
PAK,2008,"rgb(103,44,108)",'586,Pakistan
PAN,2008,"rgb(85,8,162)",'591,Panama
PER,2008,"rgb(94,23,138)",'604,Peru
PHL,2008,"rgb(86,31,138)",'608,The Philippines
PLW,2008,"rgb(20,2,233)",'585,Palau
POL,2008,"rgb(39,200,15)",'616,Poland
PRT,2008,"rgb(22,198,34)",'620,Portugal
PRY,2008,"rgb(194,22,38)",'600,Paraguay
PSE,2008,"rgb(128,85,42)",'275,Palestinian territories
PYF,2008,"rgb(90,37,127)",'258,French polynesia
QAT,2008,"rgb(92,77,86)",'634,Qatar
ROU,2008,"rgb(35,201,19)",'642,Romania
RUS,2008,"rgb(95,114,47)",'643,Russian Federation
RWA,2008,"rgb(134,63,58)",'646,Rwanda
SAU,2008,"rgb(94,56,106)",'682,Saudi Arabia
SDN,2008,"rgb(250,4,1)",'729,Sudan
SEN,2008,"rgb(135,72,48)",'686,Senegal
SGP,2008,"rgb(116,28,111)",'702,Singapore
SLB,2008,"rgb(185,12,58)",'090,Solomon Islands
SLV,2008,"rgb(20,11,224)",'222,El Salvador
SRB,2008,"rgb(72,160,24)",'688,Serbia
STP,2008,"rgb(228,6,21)",'678,Sao Tome & Principe
SUR,2008,"rgb(65,5,185)",'740,Suriname
SVK,2008,"rgb(34,205,15)",'703,Slovakia
SVN,2008,"rgb(28,203,24)",'705,Slovenia
SWE,2008,"rgb(32,164,58)",'752,Sweden
SWZ,2008,"rgb(58,12,184)",'748,Swaziland
SYC,2008,"rgb(41,177,37)",'690,Seychelles
SYR,2008,"rgb(107,108,39)",'760,Syria
TCA,2008,"rgb(0,0,255)",'796,Turks & Caicos Islands
TGO,2008,"rgb(205,24,26)",'768,Togo
THA,2008,"rgb(122,26,107)",'764,Thailand
TON,2008,"rgb(73,1,181)",'776,Tonga
TTO,2008,"rgb(11,10,235)",'780,Trinidad & Tobago
TUN,2008,"rgb(49,153,54)",'788,Tunisia
TUR,2008,"rgb(67,124,64)",'792,Turkey
TUV,2008,"rgb(224,0,31)",'798,Tuvalu
TZA,2008,"rgb(162,47,46)",'834,Tanzania
UGA,2008,"rgb(143,62,50)",'800,Uganda
UKR,2008,"rgb(79,115,61)",'804,Ukraine
URY,2008,"rgb(126,41,88)",'858,Uruguay
VCT,2008,"rgb(16,13,226)",'670,St. Vincent & the Grenadines
VEN,2008,"rgb(26,16,213)",'862,Venezuela
VNM,2008,"rgb(136,23,95)",'704,Vietnam
WSM,2008,"rgb(92,2,161)",'882,Samoa
YEM,2008,"rgb(188,17,50)",'887,Yemen
ZAF,2008,"rgb(81,89,85)",'710,South Africa
ZMB,2008,"rgb(190,28,37)",'894,Zambia
ZWE,2008,"rgb(122,39,94)",'716,Zimbabwe
TWN,2008,"rgb(148,20,87)",'158,Taiwan
ABW,2009,"rgb(7,3,245)",'533,Aruba
AFG,2009,"rgb(162,65,28)",'004,Afghanistan
AGO,2009,"rgb(164,4,88)",'024,Angola
ALB,2009,"rgb(123,107,24)",'008,Albania
AND,2009,"rgb(102,130,22)",'020,Andorra
ARE,2009,"rgb(100,63,91)",'784,United Arab Emirates
ARG,2009,"rgb(104,42,109)",'032,Argentina
ARM,2009,"rgb(107,87,61)",'051,Armenia
ATG,2009,"rgb(17,3,235)",'028,Antigua & Barbuda
AUS,2009,"rgb(162,25,68)",'036,Australia
AUT,2009,"rgb(20,214,20)",'040,Austria
AZE,2009,"rgb(48,50,157)",'031,Azerbaijan
BDI,2009,"rgb(144,64,47)",'108,Burundi
BEL,2009,"rgb(28,173,54)",'056,Belgium
BEN,2009,"rgb(195,34,26)",'204,Benin
BFA,2009,"rgb(139,48,68)",'854,Burkina
BGD,2009,"rgb(93,62,100)",'050,Bangladesh
BGR,2009,"rgb(56,172,27)",'100,Bulgaria
BHR,2009,"rgb(117,49,89)",'048,Bahrain
BHS,2009,"rgb(0,1,254)",'044,The Bahamas
BIH,2009,"rgb(45,182,28)",'070,Bosnia & Herzegovina
BLR,2009,"rgb(65,166,24)",'112,Belarus
BLZ,2009,"rgb(37,2,216)",'084,Belize
BMU,2009,"rgb(2,5,248)",'060,Bermuda
BOL,2009,"rgb(79,18,158)",'068,Bolivia
BRA,2009,"rgb(106,46,103)",'076,Brazil
BRB,2009,"rgb(20,7,227)",'052,Barbados
BRN,2009,"rgb(129,18,107)",'096,Brunei
BTN,2009,"rgb(151,69,35)",'064,Bhutan
BWA,2009,"rgb(128,46,81)",'072,Botswana
CAF,2009,"rgb(91,37,127)",'140,Central African Republic
CAN,2009,"rgb(25,7,223)",'124,Canada
CHE,2009,"rgb(21,178,56)",'756,Switzerland
CHL,2009,"rgb(136,19,100)",'152,Chile
CIV,2009,"rgb(56,95,104)",'384,C?te d'Ivoire
CMR,2009,"rgb(151,52,52)",'120,Cameroon
COG,2009,"rgb(163,7,85)",'178,Republic of the Congo
COK,2009,"rgb(113,2,140)",'184,Cook Islands
COL,2009,"rgb(41,15,199)",'170,Colombia
COM,2009,"rgb(227,11,18)",'174,The Comoros
CPV,2009,"rgb(53,149,53)",'132,Cape Verde
CRI,2009,"rgb(36,9,210)",'188,Costa Rica
CYP,2009,"rgb(82,146,27)",'196,Cyprus
CZE,2009,"rgb(36,206,13)",'203,Czech Republic
DJI,2009,"rgb(106,10,138)",'262,Djibouti
DMA,2009,"rgb(16,3,236)",'212,Dominica
DNK,2009,"rgb(40,171,44)",'208,Denmark
DOM,2009,"rgb(36,8,211)",'214,Dominican Republic
DZA,2009,"rgb(68,37,150)",'012,Algeria
ECU,2009,"rgb(30,17,208)",'218,Ecuador
EGY,2009,"rgb(81,68,106)",'818,Egypt
ESP,2009,"rgb(55,152,48)",'724,Spain
EST,2009,"rgb(58,137,61)",'233,Estonia
ETH,2009,"rgb(187,21,47)",'231,Ethiopia
FIN,2009,"rgb(64,132,60)",'246,Finland
FJI,2009,"rgb(97,8,150)",'242,Fiji
FRA,2009,"rgb(49,148,58)",'250,France
FRO,2009,"rgb(57,124,74)",'234,Faroe Islands
FSM,2009,"rgb(18,1,236)",'583,Federated States of Micronesia
GAB,2009,"rgb(35,4,215)",'266,Gabon
GBR,2009,"rgb(57,98,100)",'826,Great Britain (United Kingdom; England)
GEO,2009,"rgb(59,107,88)",'268,Georgia
GHA,2009,"rgb(125,41,89)",'288,Ghana
GMB,2009,"rgb(154,72,29)",'270,Gambia
GRC,2009,"rgb(60,152,43)",'300,Greece
GRD,2009,"rgb(24,8,224)",'308,Grenada
GRL,2009,"rgb(82,94,79)",'304,Greenland
GTM,2009,"rgb(32,9,214)",'320,Guatemala
GUY,2009,"rgb(35,8,213)",'328,Guyana
HKG,2009,"rgb(209,11,36)",'344,Hong Kong
HND,2009,"rgb(22,17,216)",'340,Honduras
HRV,2009,"rgb(60,163,32)",'191,Croatia
HUN,2009,"rgb(32,206,17)",'348,Hungary
IDN,2009,"rgb(135,25,95)",'360,Indonesia
IND,2009,"rgb(112,46,96)",'356,India
IRL,2009,"rgb(27,58,169)",'372,Ireland
ISL,2009,"rgb(49,134,73)",'352,Iceland
ISR,2009,"rgb(36,38,180)",'376,Israel
ITA,2009,"rgb(48,159,49)",'380,Italy
JAM,2009,"rgb(22,8,225)",'388,Jamaica
JOR,2009,"rgb(94,53,109)",'400,Jordan
JPN,2009,"rgb(141,20,94)",'392,Japan
KAZ,2009,"rgb(167,52,36)",'398,Kazakhstan
KEN,2009,"rgb(112,44,99)",'404,Kenya
KGZ,2009,"rgb(199,33,23)",'417,Kyrgyzstan
KHM,2009,"rgb(86,13,157)",'116,Cambodia
KIR,2009,"rgb(97,0,157)",'296,Kiribati
KNA,2009,"rgb(3,1,252)",'659,St. Kitts & Nevis
KOR,2009,"rgb(157,24,75)",'410,South Korea
KWT,2009,"rgb(208,14,33)",'414,Kuwait
LBN,2009,"rgb(82,71,102)",'422,Lebanon
LBY,2009,"rgb(142,77,35)",'434,Libya
LCA,2009,"rgb(5,4,246)",'662,St. Lucia
LKA,2009,"rgb(71,45,139)",'144,Sri Lanka
LSO,2009,"rgb(5,17,233)",'426,Lesotho
LTU,2009,"rgb(25,193,36)",'440,Lithuania
LUX,2009,"rgb(13,217,25)",'442,Luxembourg
LVA,2009,"rgb(26,205,24)",'428,Latvia
MAC,2009,"rgb(180,19,56)",'446,Macao
MAR,2009,"rgb(90,75,90)",'504,Morocco
MDA,2009,"rgb(99,131,25)",'498,Moldova
MDG,2009,"rgb(122,42,91)",'450,Madagascar
MDV,2009,"rgb(91,77,88)",'462,Maldives
MEX,2009,"rgb(26,10,220)",'484,Mexico
MKD,2009,"rgb(54,179,22)",'807,Republic of Macedonia (FYROM)
MLT,2009,"rgb(42,143,70)",'470,Malta
MNE,2009,"rgb(101,126,28)",'499,Montenegro
MOZ,2009,"rgb(123,45,87)",'508,Mozambique
MRT,2009,"rgb(163,66,26)",'478,Mauritania
MSR,2009,"rgb(3,1,251)",'500,Montserrat
MUS,2009,"rgb(144,42,69)",'480,Mauritius
MWI,2009,"rgb(118,57,80)",'454,Malawi
MYS,2009,"rgb(121,31,103)",'458,Malaysia
MYT,2009,"rgb(126,103,26)",'175,Mayotte
NAM,2009,"rgb(126,57,72)",'516,Namibia
NCL,2009,"rgb(136,54,65)",'540,New Caledonia
NER,2009,"rgb(189,17,48)",'562,Niger
NGA,2009,"rgb(74,8,173)",'566,Nigeria
NIC,2009,"rgb(46,10,200)",'558,Nicaragua
NLD,2009,"rgb(35,170,49)",'528,Netherlands
NOR,2009,"rgb(49,144,62)",'578,Norway
NPL,2009,"rgb(182,27,46)",'524,Nepal
NZL,2009,"rgb(121,31,103)",'554,New Zealand
OMN,2009,"rgb(186,26,43)",'512,Oman
PAK,2009,"rgb(103,43,109)",'586,Pakistan
PAN,2009,"rgb(69,7,180)",'591,Panama
PER,2009,"rgb(104,25,126)",'604,Peru
PHL,2009,"rgb(78,39,137)",'608,The Philippines
PLW,2009,"rgb(14,2,238)",'585,Palau
POL,2009,"rgb(43,195,17)",'616,Poland
PRT,2009,"rgb(24,197,34)",'620,Portugal
PRY,2009,"rgb(194,24,37)",'600,Paraguay
PSE,2009,"rgb(135,81,39)",'275,Palestinian territories
PYF,2009,"rgb(93,42,121)",'258,French polynesia
QAT,2009,"rgb(174,10,71)",'634,Qatar
ROU,2009,"rgb(35,205,14)",'642,Romania
RUS,2009,"rgb(103,104,48)",'643,Russian Federation
RWA,2009,"rgb(132,60,63)",'646,Rwanda
SAU,2009,"rgb(95,57,103)",'682,Saudi Arabia
SDN,2009,"rgb(235,11,9)",'729,Sudan
SEN,2009,"rgb(148,59,48)",'686,Senegal
SGP,2009,"rgb(120,28,108)",'702,Singapore
SLB,2009,"rgb(201,2,52)",'090,Solomon Islands
SLV,2009,"rgb(17,10,227)",'222,El Salvador
SRB,2009,"rgb(66,164,25)",'688,Serbia
STP,2009,"rgb(221,8,26)",'678,Sao Tome & Principe
SUR,2009,"rgb(45,9,201)",'740,Suriname
SVK,2009,"rgb(40,202,13)",'703,Slovakia
SVN,2009,"rgb(31,200,24)",'705,Slovenia
SWE,2009,"rgb(39,157,58)",'752,Sweden
SWZ,2009,"rgb(87,38,130)",'748,Swaziland
SYR,2009,"rgb(98,105,52)",'760,Syria
TCA,2009,"rgb(0,0,255)",'796,Turks & Caicos Islands
TGO,2009,"rgb(190,48,17)",'768,Togo
THA,2009,"rgb(131,24,100)",'764,Thailand
TON,2009,"rgb(69,1,185)",'776,Tonga
TTO,2009,"rgb(13,8,234)",'780,Trinidad & Tobago
TUN,2009,"rgb(53,152,50)",'788,Tunisia
TUR,2009,"rgb(73,122,60)",'792,Turkey
TZA,2009,"rgb(177,47,31)",'834,Tanzania
UGA,2009,"rgb(149,60,47)",'800,Uganda
UKR,2009,"rgb(98,120,36)",'804,Ukraine
URY,2009,"rgb(126,39,90)",'858,Uruguay
VCT,2009,"rgb(19,5,231)",'670,St. Vincent & the Grenadines
VEN,2009,"rgb(66,20,169)",'862,Venezuela
VNM,2009,"rgb(141,22,92)",'704,Vietnam
VUT,2009,"rgb(194,10,51)",'548,Vanuatu
WSM,2009,"rgb(88,2,164)",'882,Samoa
YEM,2009,"rgb(186,22,47)",'887,Yemen
ZAF,2009,"rgb(103,80,72)",'710,South Africa
ZMB,2009,"rgb(215,22,18)",'894,Zambia
ZWE,2009,"rgb(87,22,146)",'716,Zimbabwe
TWN,2009,"rgb(153,20,82)",'158,Taiwan
ABW,2010,"rgb(7,2,246)",'533,Aruba
AFG,2010,"rgb(149,89,17)",'004,Afghanistan
AGO,2010,"rgb(167,2,85)",'024,Angola
ALB,2010,"rgb(124,99,31)",'008,Albania
AND,2010,"rgb(113,126,16)",'020,Andorra
ARE,2010,"rgb(104,62,89)",'784,United Arab Emirates
ARG,2010,"rgb(121,45,88)",'032,Argentina
ARM,2010,"rgb(122,81,52)",'051,Armenia
ATG,2010,"rgb(48,6,201)",'028,Antigua & Barbuda
AUS,2010,"rgb(174,22,59)",'036,Australia
AUT,2010,"rgb(22,211,22)",'040,Austria
AZE,2010,"rgb(68,46,141)",'031,Azerbaijan
BDI,2010,"rgb(195,36,24)",'108,Burundi
BEL,2010,"rgb(29,169,56)",'056,Belgium
BEN,2010,"rgb(181,43,31)",'204,Benin
BFA,2010,"rgb(138,58,59)",'854,Burkina
BGD,2010,"rgb(102,58,95)",'050,Bangladesh
BGR,2010,"rgb(35,202,18)",'100,Bulgaria
BHR,2010,"rgb(119,52,84)",'048,Bahrain
BHS,2010,"rgb(0,1,254)",'044,The Bahamas
BIH,2010,"rgb(46,174,35)",'070,Bosnia & Herzegovina
BLR,2010,"rgb(100,132,23)",'112,Belarus
BLZ,2010,"rgb(32,1,222)",'084,Belize
BMU,2010,"rgb(3,2,249)",'060,Bermuda
BOL,2010,"rgb(90,15,150)",'068,Bolivia
BRA,2010,"rgb(116,43,96)",'076,Brazil
BRB,2010,"rgb(22,9,224)",'052,Barbados
BRN,2010,"rgb(178,19,59)",'096,Brunei
BTN,2010,"rgb(137,81,36)",'064,Bhutan
BWA,2010,"rgb(166,29,60)",'072,Botswana
CAF,2010,"rgb(150,59,46)",'140,Central African Republic
CAN,2010,"rgb(26,7,223)",'124,Canada
CHE,2010,"rgb(24,176,55)",'756,Switzerland
CHL,2010,"rgb(146,18,91)",'152,Chile
CIV,2010,"rgb(60,71,124)",'384,C?te d'Ivoire
CMR,2010,"rgb(147,43,65)",'120,Cameroon
COG,2010,"rgb(160,7,87)",'178,Republic of the Congo
COK,2010,"rgb(87,6,162)",'184,Cook Islands
COL,2010,"rgb(51,13,191)",'170,Colombia
COM,2010,"rgb(215,30,11)",'174,The Comoros
CPV,2010,"rgb(124,79,52)",'132,Cape Verde
CRI,2010,"rgb(28,10,217)",'188,Costa Rica
CYP,2010,"rgb(79,152,24)",'196,Cyprus
CZE,2010,"rgb(44,197,14)",'203,Czech Republic
DMA,2010,"rgb(22,3,231)",'212,Dominica
DNK,2010,"rgb(46,169,40)",'208,Denmark
DOM,2010,"rgb(41,8,206)",'214,Dominican Republic
DZA,2010,"rgb(60,29,166)",'012,Algeria
ECU,2010,"rgb(34,14,207)",'218,Ecuador
EGY,2010,"rgb(83,71,101)",'818,Egypt
ESP,2010,"rgb(65,142,48)",'724,Spain
EST,2010,"rgb(71,131,53)",'233,Estonia
ETH,2010,"rgb(183,26,46)",'231,Ethiopia
FIN,2010,"rgb(70,128,57)",'246,Finland
FJI,2010,"rgb(106,4,146)",'242,Fiji
FRA,2010,"rgb(51,151,52)",'250,France
FSM,2010,"rgb(17,0,238)",'583,Federated States of Micronesia
GBR,2010,"rgb(60,100,95)",'826,Great Britain (United Kingdom; England)
GEO,2010,"rgb(84,86,85)",'268,Georgia
GHA,2010,"rgb(107,33,116)",'288,Ghana
GMB,2010,"rgb(140,53,62)",'270,Gambia
GRC,2010,"rgb(65,149,41)",'300,Greece
GRL,2010,"rgb(88,67,100)",'304,Greenland
GTM,2010,"rgb(27,9,220)",'320,Guatemala
GUY,2010,"rgb(39,7,209)",'328,Guyana
HKG,2010,"rgb(211,9,34)",'344,Hong Kong
HND,2010,"rgb(33,17,204)",'340,Honduras
HRV,2010,"rgb(64,160,31)",'191,Croatia
HUN,2010,"rgb(35,204,16)",'348,Hungary
IDN,2010,"rgb(140,23,92)",'360,Indonesia
IND,2010,"rgb(126,37,92)",'356,India
IRL,2010,"rgb(24,59,171)",'372,Ireland
IRN,2010,"rgb(170,81,5)",'364,Iran
IRQ,2010,"rgb(100,24,131)",'368,Iraq
ISL,2010,"rgb(39,139,77)",'352,Iceland
ISR,2010,"rgb(46,37,172)",'376,Israel
ITA,2010,"rgb(56,153,47)",'380,Italy
JAM,2010,"rgb(22,5,228)",'388,Jamaica
JOR,2010,"rgb(101,53,102)",'400,Jordan
JPN,2010,"rgb(145,19,91)",'392,Japan
KAZ,2010,"rgb(181,46,28)",'398,Kazakhstan
KEN,2010,"rgb(143,40,72)",'404,Kenya
KGZ,2010,"rgb(165,22,67)",'417,Kyrgyzstan
KHM,2010,"rgb(93,10,152)",'116,Cambodia
KIR,2010,"rgb(97,0,158)",'296,Kiribati
KNA,2010,"rgb(4,9,243)",'659,St. Kitts & Nevis
KOR,2010,"rgb(158,21,76)",'410,South Korea
KWT,2010,"rgb(113,53,89)",'414,Kuwait
LAO,2010,"rgb(210,23,22)",'418,Laos
LBN,2010,"rgb(86,67,101)",'422,Lebanon
LBY,2010,"rgb(144,60,52)",'434,Libya
LCA,2010,"rgb(7,5,243)",'662,St. Lucia
LKA,2010,"rgb(87,43,126)",'144,Sri Lanka
LSO,2010,"rgb(52,7,196)",'426,Lesotho
LTU,2010,"rgb(26,194,35)",'440,Lithuania
LUX,2010,"rgb(13,221,21)",'442,Luxembourg
LVA,2010,"rgb(32,205,19)",'428,Latvia
MAC,2010,"rgb(187,19,49)",'446,Macao
MAR,2010,"rgb(96,65,94)",'504,Morocco
MDA,2010,"rgb(106,122,28)",'498,Moldova
MDG,2010,"rgb(135,50,70)",'450,Madagascar
MDV,2010,"rgb(98,69,88)",'462,Maldives
MEX,2010,"rgb(28,8,218)",'484,Mexico
MKD,2010,"rgb(53,186,16)",'807,Republic of Macedonia (FYROM)
MLI,2010,"rgb(117,26,112)",'466,Mali
MLT,2010,"rgb(44,141,71)",'470,Malta
MMR,2010,"rgb(249,0,6)",'104,Myanmar (Burma)
MNE,2010,"rgb(101,136,18)",'499,Montenegro
MOZ,2010,"rgb(134,64,58)",'508,Mozambique
MRT,2010,"rgb(201,39,15)",'478,Mauritania
MSR,2010,"rgb(0,0,255)",'500,Montserrat
MUS,2010,"rgb(145,35,75)",'480,Mauritius
MWI,2010,"rgb(132,52,72)",'454,Malawi
MYS,2010,"rgb(124,33,99)",'458,Malaysia
NAM,2010,"rgb(97,69,88)",'516,Namibia
NCL,2010,"rgb(175,32,47)",'540,New Caledonia
NER,2010,"rgb(202,10,43)",'562,Niger
NGA,2010,"rgb(47,4,204)",'566,Nigeria
NIC,2010,"rgb(50,10,196)",'558,Nicaragua
NLD,2010,"rgb(41,167,47)",'528,Netherlands
NOR,2010,"rgb(52,140,63)",'578,Norway
NPL,2010,"rgb(191,22,43)",'524,Nepal
NZL,2010,"rgb(133,28,94)",'554,New Zealand
OMN,2010,"rgb(213,16,26)",'512,Oman
PAK,2010,"rgb(122,36,97)",'586,Pakistan
PAN,2010,"rgb(107,7,142)",'591,Panama
PER,2010,"rgb(108,25,122)",'604,Peru
PHL,2010,"rgb(96,34,125)",'608,The Philippines
PLW,2010,"rgb(8,1,246)",'585,Palau
POL,2010,"rgb(44,193,18)",'616,Poland
PRT,2010,"rgb(27,195,33)",'620,Portugal
PRY,2010,"rgb(199,22,34)",'600,Paraguay
PSE,2010,"rgb(146,69,40)",'275,Palestinian territories
PYF,2010,"rgb(102,36,117)",'258,French polynesia
QAT,2010,"rgb(115,46,94)",'634,Qatar
ROU,2010,"rgb(39,200,15)",'642,Romania
RUS,2010,"rgb(122,88,45)",'643,Russian Federation
RWA,2010,"rgb(150,48,57)",'646,Rwanda
SAU,2010,"rgb(104,54,97)",'682,Saudi Arabia
SDN,2010,"rgb(227,25,4)",'729,Sudan
SEN,2010,"rgb(160,44,51)",'686,Senegal
SGP,2010,"rgb(124,27,104)",'702,Singapore
SLB,2010,"rgb(245,2,8)",'090,Solomon Islands
SLV,2010,"rgb(37,9,209)",'222,El Salvador
SRB,2010,"rgb(72,164,19)",'688,Serbia
STP,2010,"rgb(226,11,18)",'678,Sao Tome & Principe
SUR,2010,"rgb(47,7,201)",'740,Suriname
SVK,2010,"rgb(46,196,13)",'703,Slovakia
SVN,2010,"rgb(35,198,22)",'705,Slovenia
SWE,2010,"rgb(45,153,58)",'752,Sweden
SWZ,2010,"rgb(63,17,176)",'748,Swaziland
SYC,2010,"rgb(78,117,60)",'690,Seychelles
SYR,2010,"rgb(86,117,51)",'760,Syria
TGO,2010,"rgb(191,32,33)",'768,Togo
THA,2010,"rgb(138,24,93)",'764,Thailand
TON,2010,"rgb(71,1,183)",'776,Tonga
TTO,2010,"rgb(13,8,234)",'780,Trinidad & Tobago
TUN,2010,"rgb(61,136,57)",'788,Tunisia
TUR,2010,"rgb(77,115,64)",'792,Turkey
TZA,2010,"rgb(190,40,25)",'834,Tanzania
UGA,2010,"rgb(145,67,42)",'800,Uganda
UKR,2010,"rgb(104,106,45)",'804,Ukraine
